Index,Question,Prediction,Answer,Eval,Manual Eval
15595,What is the sex of Enn Võrk ?,Unknown,male,FALSE,FALSE
15511,Which language can Miguel García Vivancos read ?,Spanish,Spanish,TRUE,TRUE
13527,Who starred in Autumn on the Rhine ?,Film.,"Ilka Grüning, Leo Peukert, Fritz Kampers",FALSE,FALSE
8515,What can be considered as category for Sniper Elite ?,Shooter,tactical shooter,FALSE,TRUE
17575,Which Olympic sporting events did Jwala Gutta participate in ?,Badminton,"Badminton at the 2012 Summer Olympics – Women's doubles, Badminton at the 2012 Summer Olympics – Mixed doubles",FALSE,TRUE
759,Who is the domestic partner of Paulina Lavista ?,private,Salvador Elizondo,FALSE,FALSE
8550,Which award was received by Franz Fendt ?,Recognition,Bavarian Order of Merit,FALSE,FALSE
24667,Who was the mom of Torun Munthe ?,Unknown,Fanny Brate,FALSE,FALSE
14819,What was the noble title held by Clemens van Lamsweerde ?,Baron,baron,TRUE,TRUE
25255,Which sex does David Whitmore belong to ?,Mystery,male,FALSE,FALSE
19054,What were the positions held by Lindsay Thompson ?,Premier,"Premier of Victoria, Member of the Victorian Legislative Council, member of the Victorian Legislative Assembly",FALSE,FALSE
8234,Who is associated with Hugh Beaumont ?,"""Father""",Beaumont,FALSE,FALSE
26012,Which is the work location of Josef Lappe ?,Germany,Lünen,FALSE,FALSE
9002,What is a component of voltage-gated chloride channel family protein    PSPTO_4619 ?,Chloride channel,plasma membrane,FALSE,FALSE
25964,What was the sport that Mark Hudson was a part of ?,soccer,association football,FALSE,TRUE
9416,Where was Rajko Petrov Nogo born ?,Serbia,Borija,FALSE,FALSE
16969,Which is the cell component of inositol polyphosphate multikinase YDR173C ?,Kinase,nucleus,FALSE,FALSE
4389,Which administrative territory is the native country of Sid Rainey ?,Unknown,Ireland,FALSE,FALSE
27406,Which infraspecific name is bifunctional GDP-4-dehydro-6-deoxy-D-mannose epimerase/GDP-4-dehydro-6-L-deoxygalactose reductase    O3K_09165 found in ?,Bacteria,Escherichia coli O104:H4 str. 2011C-3493,FALSE,FALSE
13226,Which sex does Berta Thiersch belong to ?,Female,female,TRUE,TRUE
13721,Where was Terence Macartney-Filgate born ?,Canada,England,FALSE,FALSE
18246,Who is the director of photography for Unzipped ?,Thorsten Thielow,Ellen Kuras,FALSE,FALSE
18551,"Which chivalric order was received by Louis, Duke of Burgundy ?",Order,Knight of the Order of the Golden Fleece,FALSE,FALSE
23145,What is the job of Velters Cornewall ?,Politician,politician,TRUE,TRUE
23808,Which administrative territory is the country of citizenship of Yahia Ouahabi ?,Morocco,Algeria,FALSE,FALSE
19169,What does Paul Cartuyvels do for a living ?,Marketer,jurist,FALSE,FALSE
26080,Which occupations are the professions of Guy Thorne ?,Author,"journalist, writer",FALSE,TRUE
9013,Which administrative territory is Ernest Montusès an inhabitant of ?,France,France,TRUE,TRUE
13415,Which administrative territory was Agustín Rodríguez Santiago born at ?,Puerto Rico,Madrid,FALSE,FALSE
3394,Which person was the teacher of Hideyuki Ashihara ?,Karate,Mas Oyama,FALSE,FALSE
8587,Which title was the military rank held by James Hope Grant ?,General,general,TRUE,TRUE
17927,What are the job of Jean-Paul Corsetti ?,Engineer,"essayist, writer",FALSE,FALSE
21689,"Which family did Henri, prince de La Tour d'Auvergne belong to ?",Bourbon,House of La Tour d'Auvergne,FALSE,FALSE
16877,Who is the sister of Hana Dostalová ?,Unknown,Leopolda Dostalová,FALSE,FALSE
20922,What did Sweden national football team participate in ?,Tournaments,association football,FALSE,FALSE
21860,Which occupation was a position for which Václav Šlajs was appointed ?,Ambassador,Member of the Chamber of Deputies of the Parliament of the Czech Republic,FALSE,FALSE
11614,What is the sex of Arvid Hanssen ?,Male,male,TRUE,TRUE
5639,Who has the surname Kimberley Conrad ?,Hefner,Conrad,FALSE,FALSE
9424,Where did Vladimir Yashchenko expire ?,Helicopter,Zaporizhzhya,FALSE,FALSE
22554,Which taxon was the main subject of Boa vs. Python 's work ?,Reptile,snake,FALSE,TRUE
5481,Which sport did Stijn Meert participate in ?,Cycling,association football,FALSE,FALSE
6516,Which male person has a child named Jan Wladislaw Brzostowski ?,Father,Kiprijonas Povilas Brzostowski,FALSE,FALSE
8848,What did Khetcho participate in ?,Competition,"Defense of Van, Khanasor Expedition",FALSE,FALSE
9295,Which metabolic process is Peroxisome proliferator-activated receptor alpha involved in ?,metabolism,lipid metabolic process,FALSE,TRUE
9017,Which political party is Fernando Morán a member of ?,Socialist,Spanish Socialist Workers' Party,FALSE,TRUE
5283,Which political territory is the country of citizenship of Till Helmke ?,Germany,Germany,TRUE,TRUE
13232,Where did the demise of Eugène Eschassériaux occur ?,Paris,Paris,TRUE,TRUE
19764,Which sport did George Livingstone participate in ?,Cycling,association football,FALSE,FALSE
4133,What is the work location of Kurt Diedrich ?,Chicago,Lübeck,FALSE,FALSE
25607,Which sex does Alessandro Tuia possess ?,Male,male,TRUE,TRUE
7301,Which sport did Francisco Silva participate in ?,Football,association football,FALSE,TRUE
27175,Which administrative territory is the place of death of Philippe-Charles Schmerling ?,Belgium,Liège,FALSE,FALSE
3799,What is the sex of Ernst Wagner ?,Unknown,male,FALSE,FALSE
13441,Which concept is the profession of Georgi Dakov ?,Artistic Director,athletics competitor,FALSE,FALSE
11780,Which sport was Stefan McCluskey a part of ?,Football,association football,FALSE,TRUE
27618,Which people starred in Get Over It ?,Cast,"Mila Kunis, Colin Hanks, Martin Short",FALSE,FALSE
18056,What is the job of Aleksandr Vasyukov ?,Chess player,association football player,FALSE,FALSE
16131,What does Karl M. Le Compte do for a living ?,Engineering,politician,FALSE,FALSE
10065,Which administrative territory is the place of birth of Heinrich Wagner ?,Austria,Stuttgart,FALSE,FALSE
181,Who are the children of Alberta Williams King ?,Children,"Martin Luther King, Jr., Christine King Farris, Alfred Daniel Williams King",FALSE,FALSE
7273,Which parts are components of Tyrosine-protein phosphatase non-receptor type 5 ?,proteins,"cytoplasm, membrane",FALSE,FALSE
19681,What is the sex of Hermann Lei ?,Unknown,male,FALSE,FALSE
22864,What was the sport that Patrice Cormier was a part of ?,Hockey,ice hockey,FALSE,TRUE
6989,Which sex does Rainer Lippert have ?,Male,male,TRUE,TRUE
5844,Which musical instrument is played by Iván Erőd ?,Piano,piano,TRUE,TRUE
7551,"Who was the father of Anne of Bohemia, Duchess of Silesia ?",Emperor,Ottokar I of Bohemia,FALSE,FALSE
24581,Which sports team is Song Seung-jun a member of ?,n/a,Trenton Thunder,FALSE,FALSE
27148,What is a component of phosphoenolpyruvate carboxykinase    GSU3385 ?,enzyme,cytoplasm,FALSE,FALSE
20627,Which occupations are the professions of Innocenzo Ferrieri ?,Designer,"diplomat, Catholic priest",FALSE,FALSE
25022,Which cemetery is the resting place of Elwood Richard Quesada ?,Arlington,Arlington National Cemetery,FALSE,TRUE
26490,Which administrative territory is the place of death of Karl Heinz Schröder ?,Germany,Cologne,FALSE,TRUE
20971,Which language was used originally for the creation of The Auction Block ?,English,English,TRUE,TRUE
9292,Who sponsored the recoding of Jean-Pierre Riou ?,Unknown,Keltia Musique,FALSE,FALSE
19252,Which administrative territory is the narrative location of 7 Lives Exposed ?,California,Los Angeles,FALSE,TRUE
1025,Where did the expiration of Jacob Yost occur ?,hospital,Palo Alto,FALSE,FALSE
10553,Which taxon is Glutathione peroxidase 6 found in ?,Enzyme,Mus musculus,FALSE,TRUE
2281,Which taxon is uroporphyrinogen-III C-methyltransferase / uroporphyrinogen-III synthase    Moth_1248 found in ?,Enzyme,Moorella thermoacetica ATCC 39073,FALSE,TRUE
6573,Where was Alberto Garre born ?,Spain,Torre-Pacheco,FALSE,FALSE
23056,Which city was Fredda a resident of ?,Unknown,Marseille,FALSE,FALSE
1553,Which sex does Manuel Rödl have ?,Male,male,TRUE,TRUE
752,What was the sport that Peter Sears was a part of ?,Soccer,ice hockey,FALSE,FALSE
7939,What is the profession of Charles Hucker ?,Historian,historian,TRUE,TRUE
3706,Which language was used originally for the creation of Tom Toms of Mayumba ?,Fang,Italian,FALSE,FALSE
16283,Where did Long Fliv the King originate ?,Literature,United States of America,FALSE,FALSE
817,Which are the cell components of Putative N-acetyltransferase 8B ?,Enzymes,"endoplasmic reticulum, endoplasmic reticulum membrane",FALSE,FALSE
21408,Which administrative territory is the place of birth of John Morgan ?,Virginia,Aberdare,FALSE,FALSE
18085,Which awards were Henri Amédée Mercure de Turenne d'Aynac awarded with ?,Honors,"Knight of the Legion of Honour, Officer of the Legion of Honour, Knight of the Royal and Military Order of Saint Louis",FALSE,FALSE
23091,Where did the demise of Giovanni Archeoli occur ?,Rome,Agrigento,FALSE,FALSE
3038,Which administrative territory was William Meates born at ?,Australia,Bournemouth,FALSE,FALSE
23584,What is the location where Edward John King worked ?,Hospital,Springfield,FALSE,FALSE
17674,Who is the employer of Christine Kelly ?,private,La Chaîne Info,FALSE,FALSE
9176,"Who is married to René II, Viscount of Rohan ?",Isabella,Catherine de Parthenay,FALSE,FALSE
15846,Which type of sport was Marius Gherman a part of ?,Gymnastics,artistic gymnastics,FALSE,TRUE
1968,Which language does Silvio Crapolicchio speak in ?,Italian,Italian,TRUE,TRUE
16071,Which sex does Lieuwe Visser have ?,male,male,TRUE,TRUE
15859,Where is dihydroxyacetone kinase subunit DhaK    MSC_0747 found ?,Cytoplasm,Mycoplasma mycoides subsp. mycoides SC str. PG1,FALSE,FALSE
1467,Who is the director of photography for Ikiru ?,Fukai,Asakazu Nakai,FALSE,FALSE
2861,What is the work location of Andreas Leopold Hofbauer ?,Remote,Berlin,FALSE,FALSE
26750,What film awards do American Beauty: Original Motion Picture Score have ?,Oscars,"Academy Award for Best Original Score, Golden Globe Award for Best Original Score",FALSE,FALSE
6890,What is the nonprofit organization where Haddaway was educated ?,Institution,George Washington University,FALSE,FALSE
13810,What was the position for which Victor Brailovsky was appointed ?,scientist,Knesset member,FALSE,FALSE
15230,Which administrative territory is Ramón Vargas-Machuca a civilian of ?,Venezuela,Spain,FALSE,FALSE
4969,Which battle did Edwin H. Stoughton take part in ?,Civil War,American Civil War,FALSE,TRUE
22754,What is the profession of Dermot Nesbitt ?,Politician,politician,TRUE,TRUE
1261,Who is associated with Luciano Marchetti ?,Collaborator,Marchetti,FALSE,FALSE
21308,Which occupations have Teresa Vinyoles Vidal as his/her 's career ?,Teacher,"historian, writer",FALSE,FALSE
161,Which administrative territory is the native country of Péter Horváth ?,Hungary,Hungary,TRUE,TRUE
25973,Which administrative territory is the birthplace of William Machado de Oliveira ?,It is impossible to determine the specific administrative territory without any additional context or information.,Belo Horizonte,FALSE,FALSE
7793,Which occupations have Ralph Sweet-Escott as his/her 's career ?,diversified,"rugby union player, cricketer",FALSE,FALSE
24687,Which language is spoken by Tryon D. Lewis ?,English,English,TRUE,TRUE
8562,What is the school where William Hamilton Nisbet was educated ?,University,Eton College,FALSE,FALSE
27121,Which occupation has Fernando da Silva Cardozo as his/her 's career ?,footballer,association football player,FALSE,TRUE
1800,What is the sex of Horace Hood ?,male,male,TRUE,TRUE
8677,Which administrative territory does Volodymyr Malyk belong to ?,Ukraine,Ukraine,TRUE,TRUE
669,Which human settlement is the work location of Israel Isserlein ?,Frankfurt,Wiener Neustadt,FALSE,FALSE
2007,Which people are a successors of Pablo Escobar ?,Cartel,"Angie Nicole Funez Barrera (Escobar), Sebastián Marroquín",FALSE,FALSE
2033,Which professions are the professions of Christian Fechner ?,Filmmaker,"film director, film producer, screenwriter",FALSE,TRUE
7395,Who was the mother of Christien Brinkgreve ?,Unknown,Sjuwke Brinkgreve-Kunst,FALSE,FALSE
15685,Which sex does Zhang Bin possess ?,Male,male,TRUE,TRUE
3932,Which business enterprise is the original network Fushigi Yûgi was aired on ?,Television,TV Tokyo,FALSE,FALSE
26742,Which occupation has Carlo Nasi as his/her 's career ?,Chef,association football player,FALSE,FALSE
12467,Which gene encodes CDP-diacylglycerol--serine O-phosphatidyltransferase    Cj1114c ?,cj1114c,CDP-diacylglycerol--serine O-phosphatidyltransferase    Cj1114c,FALSE,FALSE
1183,"Which chemical bonds represent molecular function of 3-hydroxyanthranilate 3,4-dioxygenase YJR025C ?",Enzymatic,"metal ion binding, iron ion binding",FALSE,FALSE
8591,Who was the mom of Prince Takahito Mikasa ?,Princess Yuriko,Teimei,FALSE,FALSE
25054,What is a component of Chemokine-like factor ?,Protein,extracellular space,FALSE,FALSE
17251,Which occupation has Robert Glaser as his/her 's career ?,Psychologist,psychologist,TRUE,TRUE
21265,Which sex does Hans-Georg von Seidel possess ?,Male,male,TRUE,TRUE
20729,What is the nonprofit organization where Selwyn N. Owen was educated ?,School,Antioch University,FALSE,FALSE
27471,What is the sex of Edward Didymus ?,Undisclosed,male,FALSE,FALSE
7549,Which sex does Aleksandr Ulyanov possess ?,Male,male,TRUE,TRUE
14262,Which administrative territory is Jimmy Broadhead a civilian of ?,Residence,United Kingdom,FALSE,FALSE
27752,What are the job of Charles Rivière Dufresny ?,playwright,"journalist, poet, writer",FALSE,FALSE
25373,What are the countries of origin of Le Soleil assassiné ?,France,"France, Belgium",FALSE,TRUE
13706,Which taxon is acyl-CoA dehydrogenase    PA1535 found in ?,Bacteria,Pseudomonas aeruginosa PAO1,FALSE,FALSE
4764,Which occupation has László Palotás as his/her 's career ?,Dancer,civil engineer,FALSE,FALSE
21713,Which party is Friedrich Hoess affiliated with ?,Independent,Austrian People's Party,FALSE,FALSE
27083,Which administrative territory is the place of birth of Marcell Coetzee ?,South Africa,Potchefstroom,FALSE,FALSE
3085,Which type of sport was Leon Gostiša a part of ?,Wrestling,chess,FALSE,FALSE
23291,Which musical instrument is played by William Boyce ?,Harpsichord,organ,FALSE,FALSE
26083,Which occupation was a position occupied by Désiré Desloges ?,Teacher,member of the French National Assembly,FALSE,FALSE
23111,What is the gene that encodes sensor protein CitS    BSU07580 ?,citS,sensor protein CitS    BSU07580,FALSE,TRUE
8271,Which rock is used to manufacture Giotto as a Child ?,Marble,marble,TRUE,TRUE
14258,Which language does Francesc de Paula Jené i Aixalà speak in ?,Catalan,Spanish,FALSE,FALSE
1001,What are the professions of Nelson Lee ?,Actor,"actor, television presenter, stage actor",FALSE,TRUE
3219,What is the sex of Wolfgang Rotter ?,Unknown,male,FALSE,FALSE
9680,Which language can Miguel Muñiz read ?,Spanish,Spanish,TRUE,TRUE
26807,Who was the dad of Ebbe Rode ?,unknown,Helge Rode,FALSE,FALSE
24610,Which sex does Jeong Jun-yeong have ?,Male,male,TRUE,TRUE
12345,"What was the title held by Sir William Rutherford, 1st Baronet ?",Baronet,baronet,TRUE,TRUE
17443,Who are the sisters of Ecgfrith of Northumbria ?,Anglo-Saxon princesses,"Ælfflæd of Whitby, Osthryth",FALSE,FALSE
6966,Which Christian denomination is the religion of Camille Gravel ?,Catholicism,Roman Catholic Church,FALSE,TRUE
2116,Which administrative territory is the birthplace of Jakub Tyszkiewicz ?,Lithuania,Poland,FALSE,FALSE
25156,"Which gene encodes 28S ribosomal protein S30, mitochondrial ?",Gene,Mrps30,FALSE,FALSE
5337,Where did the demise of Gregory King occur ?,unknown,London,FALSE,FALSE
13532,What were received by Hanne Glodny ?,Awards,"knight of St. Sylvester, Officer's Cross of the Order of Merit of the Federal Republic of Germany",FALSE,FALSE
6004,What was the position held by Patrick Roche ?,Professor,Member of the Legislative Assembly of Northern Ireland,FALSE,FALSE
14326,What did Neil Harvey participate in ?,Cricket,association football,FALSE,FALSE
436,What is the ethnicity of Koto Nagata ?,Japanese,Japanese people,FALSE,TRUE
25641,Which battle did Émile Fayolle take part in ?,World War I,World War I,TRUE,TRUE
